time, ALLSE, ALLKE, ALLWK, ALLFD
4.590364987961947918e-04, 2.056552696228027344e+01, 8.771119995117187500e+02, 1.451395996093750000e+03, 5.123427124023437500e+02
4.620062827598303556e-04, 2.047820472717285156e+01, 8.766882324218750000e+02, 1.451395996093750000e+03, 5.127705688476562500e+02
4.650903865694999695e-04, 2.075039863586425781e+01, 8.758540039062500000e+02, 1.451395996093750000e+03, 5.132285766601562500e+02
4.680601414293050766e-04, 2.066849327087402344e+01, 8.754086303710937500e+02, 1.451395996093750000e+03, 5.137049560546875000e+02
4.710298380814492702e-04, 2.041714477539062500e+01, 8.751812133789062500e+02, 1.451395996093750000e+03, 5.141693725585937500e+02
4.741141456179320812e-04, 2.065063667297363281e+01, 8.744247436523437500e+02, 1.451395996093750000e+03, 5.146770019531250000e+02
4.770814848598092794e-04, 2.065950393676757812e+01, 8.737459106445312500e+02, 1.451395996093750000e+03, 5.151864624023437500e+02
4.800510650966316462e-04, 2.031824684143066406e+01, 8.735510253906250000e+02, 1.451395996093750000e+03, 5.156290283203125000e+02
4.830212565138936043e-04, 2.022557640075683594e+01, 8.731907958984375000e+02, 1.451395996093750000e+03, 5.160403442382812500e+02
4.861049528699368238e-04, 2.049737548828125000e+01, 8.725161132812500000e+02, 1.451395996093750000e+03, 5.164373779296875000e+02
4.890742711722850800e-04, 2.070784759521484375e+01, 8.717941894531250000e+02, 1.451395996093750000e+03, 5.168369140625000000e+02
4.920442588627338409e-04, 2.024510765075683594e+01, 8.717749633789062500e+02, 1.451395996093750000e+03, 5.172860107421875000e+02
4.950146540068089962e-04, 2.014715003967285156e+01, 8.713367309570312500e+02, 1.451395996093750000e+03, 5.178070678710937500e+02
4.980987869203090668e-04, 2.055670928955078125e+01, 8.704106445312500000e+02, 1.451395996093750000e+03, 5.183003540039062500e+02
5.010685999877750874e-04, 2.034418487548828125e+01, 8.701436767578125000e+02, 1.451395996093750000e+03, 5.187280883789062500e+02
5.040380056016147137e-04, 2.006964492797851562e+01, 8.700042114257812500e+02, 1.451395996093750000e+03, 5.190704956054687500e+02
5.070072948001325130e-04, 2.007953453063964844e+01, 8.695853881835937500e+02, 1.451395996093750000e+03, 5.194221801757812500e+02
5.100913695059716702e-04, 2.048351478576660156e+01, 8.687390136718750000e+02, 1.451395996093750000e+03, 5.198400878906250000e+02
5.130615900270640850e-04, 2.014197921752929688e+01, 8.684991455078125000e+02, 1.451395996093750000e+03, 5.203205566406250000e+02
5.160314613021910191e-04, 2.006382751464843750e+01, 8.680901489257812500e+02, 1.451395996093750000e+03, 5.207858886718750000e+02
5.190014489926397800e-04, 1.985853958129882812e+01, 8.678869628906250000e+02, 1.451395996093750000e+03, 5.212113037109375000e+02
5.220861057750880718e-04, 2.030927276611328125e+01, 8.669808959960937500e+02, 1.451395996093750000e+03, 5.216016235351562500e+02
5.250562680885195732e-04, 2.017422294616699219e+01, 8.667164306640625000e+02, 1.451395996093750000e+03, 5.219608764648437500e+02
5.280261975713074207e-04, 1.988969612121582031e+01, 8.665728149414062500e+02, 1.451395996093750000e+03, 5.223194580078125000e+02
5.311103886924684048e-04, 1.999944114685058594e+01, 8.660035400390625000e+02, 1.451395996093750000e+03, 5.227246704101562500e+02
