time, ALLSE, ALLKE, ALLWK, ALLFD
2.550723147578537464e-04, 1.283080200195312500e+03, 3.623581054687500000e+03, 5.326570800781250000e+03, 3.539541625976562500e+02
2.581118606030941010e-04, 1.247522216796875000e+03, 3.722418701171875000e+03, 5.398646972656250000e+03, 3.629439086914062500e+02
2.610440715216100216e-04, 1.212065795898437500e+03, 3.817712158203125000e+03, 5.467281250000000000e+03, 3.719844360351562500e+02
2.640898164827376604e-04, 1.174324951171875000e+03, 3.916664306640625000e+03, 5.537716796875000000e+03, 3.815711059570312500e+02
2.670233661774545908e-04, 1.135984497070312500e+03, 4.012112792968750000e+03, 5.604489746093750000e+03, 3.909936218261718750e+02
2.700727200135588646e-04, 1.098069580078125000e+03, 4.110163574218750000e+03, 5.672918457031250000e+03, 4.005329895019531250e+02
2.730106934905052185e-04, 1.059127929687500000e+03, 4.204205566406250000e+03, 5.737555175781250000e+03, 4.096692810058593750e+02
2.760619972832500935e-04, 1.019318969726562500e+03, 4.301108398437500000e+03, 5.803376953125000000e+03, 4.187023925781250000e+02
2.791125443764030933e-04, 9.794372558593750000e+02, 4.396834472656250000e+03, 5.868235351562500000e+03, 4.279451599121093750e+02
2.820492954924702644e-04, 9.414584960937500000e+02, 4.488420410156250000e+03, 5.929895507812500000e+03, 4.366763916015625000e+02
2.850987948477268219e-04, 9.020906372070312500e+02, 4.582210449218750000e+03, 5.992347167968750000e+03, 4.458928833007812500e+02
2.880329557228833437e-04, 8.658795776367187500e+02, 4.671071777343750000e+03, 6.051281250000000000e+03, 4.543986816406250000e+02
2.910832408815622330e-04, 8.276397094726562500e+02, 4.761305175781250000e+03, 6.110780273437500000e+03, 4.632471923828125000e+02
2.940212725661695004e-04, 7.905488891601562500e+02, 4.846227539062500000e+03, 6.166522460937500000e+03, 4.719552001953125000e+02
2.970730420202016830e-04, 7.536818847656250000e+02, 4.932618652343750000e+03, 6.222725585937500000e+03, 4.809894104003906250e+02
3.000130818691104650e-04, 7.173161621093750000e+02, 5.013683105468750000e+03, 6.274920410156250000e+03, 4.898648681640625000e+02
3.030665684491395950e-04, 6.791600952148437500e+02, 5.095532226562500000e+03, 6.327462890625000000e+03, 4.994510803222656250e+02
3.060072194784879684e-04, 6.428898925781250000e+02, 5.172784667968750000e+03, 6.376806152343750000e+03, 5.087264099121093750e+02
3.090607060585170984e-04, 6.050172729492187500e+02, 5.250769531250000000e+03, 6.426389160156250000e+03, 5.187849121093750000e+02
3.120022884104400873e-04, 5.695441894531250000e+02, 5.323813964843750000e+03, 6.472851562500000000e+03, 5.289805297851562500e+02
3.150571719743311405e-04, 5.333515625000000000e+02, 5.397325683593750000e+03, 6.519676757812500000e+03, 5.396597290039062500e+02
3.181126376148313284e-04, 4.967778930664062500e+02, 5.469734375000000000e+03, 6.565137695312500000e+03, 5.500949096679687500e+02
3.210542199667543173e-04, 4.650432128906250000e+02, 5.537353515625000000e+03, 6.608260742187500000e+03, 5.592424926757812500e+02
3.241089580114930868e-04, 4.316239318847656250e+02, 5.605882812500000000e+03, 6.651754882812500000e+03, 5.686071166992187500e+02
3.270503075327724218e-04, 4.006773986816406250e+02, 5.670426269531250000e+03, 6.692506835937500000e+03, 5.772143554687500000e+02
3.301033866591751575e-04, 3.698574523925781250e+02, 5.733667968750000000e+03, 6.732916503906250000e+03, 5.858058471679687500e+02
3.330442123115062714e-04, 3.436715698242187500e+02, 5.792251953125000000e+03, 6.770045898437500000e+03, 5.932734375000000000e+02
3.361003182362765074e-04, 3.161849975585937500e+02, 5.849830566406250000e+03, 6.806085937500000000e+03, 6.005572509765625000e+02
3.390475467313081026e-04, 2.894387817382812500e+02, 5.902574707031250000e+03, 6.838764648437500000e+03, 6.079454345703125000e+02
3.421104629524052143e-04, 2.633995361328125000e+02, 5.953408203125000000e+03, 6.870413085937500000e+03, 6.155069580078125000e+02
3.450623771641403437e-04, 2.395717163085937500e+02, 5.999099609375000000e+03, 6.898818359375000000e+03, 6.228433227539062500e+02
3.480180166661739349e-04, 2.171343078613281250e+02, 6.041686035156250000e+03, 6.925387207031250000e+03, 6.300429077148437500e+02
3.510844835545867682e-04, 1.960763092041015625e+02, 6.082022460937500000e+03, 6.950885253906250000e+03, 6.371300048828125000e+02
3.540343896020203829e-04, 1.784435882568359375e+02, 6.116885253906250000e+03, 6.973832519531250000e+03, 6.435074462890625000e+02
3.570995177142322063e-04, 1.623032073974609375e+02, 6.150344726562500000e+03, 6.996437500000000000e+03, 6.498061523437500000e+02
3.600480558816343546e-04, 1.482723541259765625e+02, 6.179323730468750000e+03, 7.016236816406250000e+03, 6.554108886718750000e+02
3.631086729001253843e-04, 1.355218048095703125e+02, 6.206229003906250000e+03, 7.035015136718750000e+03, 6.606320190429687500e+02
3.660554357338696718e-04, 1.248226852416992188e+02, 6.229626953125000000e+03, 7.051717773437500000e+03, 6.653358154296875000e+02
3.690020821522921324e-04, 1.161419067382812500e+02, 6.249728515625000000e+03, 7.066640625000000000e+03, 6.698702392578125000e+02
3.720626700669527054e-04, 1.087971496582031250e+02, 6.266840820312500000e+03, 7.080062988281250000e+03, 6.743717041015625000e+02
3.750094911083579063e-04, 1.041230926513671875e+02, 6.279009765625000000e+03, 7.090758300781250000e+03, 6.782653808593750000e+02
3.780694969464093447e-04, 1.012020721435546875e+02, 6.287581542968750000e+03, 7.099413574218750000e+03, 6.818579711914062500e+02
3.810174530372023582e-04, 1.001739578247070312e+02, 6.291556640625000000e+03, 7.105271972656250000e+03, 6.850632324218750000e+02
3.840826975647360086e-04, 1.004540481567382812e+02, 6.291628906250000000e+03, 7.108528320312500000e+03, 6.880959472656250000e+02
3.870376385748386383e-04, 1.024203720092773438e+02, 6.288469726562500000e+03, 7.109958007812500000e+03, 6.908726196289062500e+02
3.901083255186676979e-04, 1.050138015747070312e+02, 6.283145996093750000e+03, 7.110058105468750000e+03, 6.936188964843750000e+02
3.930651873815804720e-04, 1.079010391235351562e+02, 6.277440429687500000e+03, 7.110058105468750000e+03, 6.963578491210937500e+02
3.960221656598150730e-04, 1.103159027099609375e+02, 6.272492187500000000e+03, 7.110058105468750000e+03, 6.989114379882812500e+02
