RF3, RF2, RF1, U1, U3, U2, V1, V2, V3, time
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 0.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.516539208590984344e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 1.258269548998214304e-06
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -4.804093763232231140e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 2.402046902716392651e-06
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -7.320352643728256226e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 3.660176389530533925e-06
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -9.608103334903717041e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 4.804051968676503748e-06
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.212459132075309753e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 6.062295597075717524e-06
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.441225856542587280e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 7.206129339465405792e-06
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.692879945039749146e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 8.464399797958321869e-06
-2.937047767639160156e+01, 1.862188428640365601e-01, -1.169686838984489441e-01, 0.000000000000000000e+00, -1.921653151512145996e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 9.608265827409923077e-06
-6.805836486816406250e+01, 2.551353931427001953e+00, -5.761340618133544922e+00, 0.000000000000000000e+00, -2.173241823911666870e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 1.086620886781020090e-05
-1.481578369140625000e+02, 6.141339987516403198e-02, -4.671886920928955078e+00, 0.000000000000000000e+00, -2.402020692825317383e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 1.201010309159755707e-05
-2.112268676757812500e+02, 4.089685440063476562e+00, -9.834349632263183594e+00, 0.000000000000000000e+00, -2.653675675392150879e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 1.326837809756398201e-05
-2.312745361328125000e+02, 1.743392109870910645e+00, -4.199409961700439453e+00, 0.000000000000000000e+00, -2.882444858551025391e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 1.441222411813214421e-05
-3.108224792480468750e+02, 4.341517448425292969e+00, 3.021097421646118164e+00, 0.000000000000000000e+00, -3.134093880653381348e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 1.567047002026811242e-05
-3.592904357910156250e+02, 1.011689281463623047e+01, -3.735072851181030273e+00, 0.000000000000000000e+00, -3.362636864185333252e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 1.681318462942726910e-05
-4.256759033203125000e+02, 8.830399513244628906e+00, 4.429137229919433594e+00, 0.000000000000000000e+00, -3.613882958889007568e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 1.806941509130410850e-05
-4.620857543945312500e+02, 1.470156288146972656e+01, 4.883201122283935547e+00, 0.000000000000000000e+00, -3.842286765575408936e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 1.921143302752170712e-05
-5.372993774414062500e+02, 2.878900718688964844e+01, -4.543857097625732422e+00, 0.000000000000000000e+00, -4.093436896800994873e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 2.046718327619601041e-05
-5.631959228515625000e+02, 2.403080749511718750e+01, 3.891766786575317383e+00, 0.000000000000000000e+00, -4.321683347225189209e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 2.160841722798068076e-05
-6.181081542968750000e+02, 3.267184448242187500e+01, -3.672328472137451172e+00, 0.000000000000000000e+00, -4.572616219520568848e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 2.286308153998106718e-05
-6.439145507812500000e+02, 4.509148406982421875e+01, -7.338390946388244629e-01, 0.000000000000000000e+00, -4.800556302070617676e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 2.400278208369854838e-05
-6.738956909179687500e+02, 5.600400161743164062e+01, -3.149810552597045898e+00, 0.000000000000000000e+00, -5.051125884056091309e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 2.525562922528479248e-05
-6.986334838867187500e+02, 6.559313201904296875e+01, 9.772281646728515625e-01, 0.000000000000000000e+00, -5.301559567451477051e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 2.650779788382351398e-05
-7.249598388671875000e+02, 7.455671691894531250e+01, -4.851548075675964355e-01, 0.000000000000000000e+00, -5.529136657714843750e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 2.764568307611625642e-05
-7.399384155273437500e+02, 8.604439544677734375e+01, 1.751794576644897461e+00, 0.000000000000000000e+00, -5.779170393943786621e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 2.889585084631107748e-05
-7.501460571289062500e+02, 9.530475616455078125e+01, 1.055671095848083496e+00, 0.000000000000000000e+00, -6.006168723106384277e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 3.003084384545218199e-05
-7.590732421875000000e+02, 1.044292984008789062e+02, 1.192612767219543457e+00, 0.000000000000000000e+00, -6.255545020103454590e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 3.127772652078419924e-05
-7.686258544921875000e+02, 1.120209045410156250e+02, 1.609763145446777344e+00, 0.000000000000000000e+00, -6.481962203979492188e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 3.240981095586903393e-05
-7.743704223632812500e+02, 1.196453094482421875e+02, 4.483068883419036865e-01, 0.000000000000000000e+00, -6.730739474296569824e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 3.365369775565341115e-05
-7.773986816406250000e+02, 1.264056549072265625e+02, -1.511860609054565430e+00, 0.000000000000000000e+00, -6.979304552078247070e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 3.489652226562611759e-05
-7.805201416015625000e+02, 1.315074615478515625e+02, -3.087677478790283203e+00, 0.000000000000000000e+00, -7.205168604850769043e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 3.602584183681756258e-05
-7.842244873046875000e+02, 1.353104858398437500e+02, -5.585830688476562500e+00, 0.000000000000000000e+00, -7.453377842903137207e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 3.726689101313240826e-05
-7.857050170898437500e+02, 1.355259399414062500e+02, -6.559516429901123047e+00, 0.000000000000000000e+00, -7.701460719108581543e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 3.850730354315601289e-05
-7.917801513671875000e+02, 1.355913085937500000e+02, -6.802288055419921875e+00, 0.000000000000000000e+00, -7.926895618438720703e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 3.963447670685127378e-05
-7.989556274414062500e+02, 1.343238372802734375e+02, -6.312387943267822266e+00, 0.000000000000000000e+00, -8.174764513969421387e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 4.087382330908440053e-05
-8.040183715820312500e+02, 1.321143188476562500e+02, -5.660460472106933594e+00, 0.000000000000000000e+00, -8.400037288665771484e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 4.200018520350567997e-05
-8.106773681640625000e+02, 1.275915756225585938e+02, -2.439185857772827148e+00, 0.000000000000000000e+00, -8.647736907005310059e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+04, 4.323868415667675436e-05
