time, ALLSE, ALLKE, ALLWK, ALLFD
2.880935790017247200e-04, 2.539902038574218750e+02, 1.818548217773437500e+03, 2.777617919921875000e+03, 6.362493896484375000e+02
2.910309704020619392e-04, 2.463383789062500000e+02, 1.833474975585937500e+03, 2.790428710937500000e+03, 6.422703857421875000e+02
2.940838749054819345e-04, 2.386057434082031250e+02, 1.848170288085937500e+03, 2.803229492187500000e+03, 6.484345092773437500e+02
2.970250789076089859e-04, 2.315163726806640625e+02, 1.861488525390625000e+03, 2.815136230468750000e+03, 6.541672363281250000e+02
3.000825236085802317e-04, 2.267614440917968750e+02, 1.874749633789062500e+03, 2.827911621093750000e+03, 6.601829223632812500e+02
3.030258812941610813e-04, 2.211461486816406250e+02, 1.885916625976562500e+03, 2.838953369140625000e+03, 6.658718261718750000e+02
3.060836170334368944e-04, 2.148816680908203125e+02, 1.896567260742187500e+03, 2.849088134765625000e+03, 6.719918212890625000e+02
3.090281388722360134e-04, 2.105037994384765625e+02, 1.904697509765625000e+03, 2.858201416015625000e+03, 6.775734252929687500e+02
3.120869805570691824e-04, 2.058093414306640625e+02, 1.912128173828125000e+03, 2.866814697265625000e+03, 6.835061645507812500e+02
3.150328120682388544e-04, 2.015734863281250000e+02, 1.918720214843750000e+03, 2.874690673828125000e+03, 6.892893066406250000e+02
3.180949133820831776e-04, 1.975462341308593750e+02, 1.924653076171875000e+03, 2.882611816406250000e+03, 6.952148437500000000e+02
3.210440918337553740e-04, 1.946578979492187500e+02, 1.929459838867187500e+03, 2.889894042968750000e+03, 7.008788452148437500e+02
3.241046797484159470e-04, 1.908992309570312500e+02, 1.935283325195312500e+03, 2.896735107421875000e+03, 7.063492431640625000e+02
3.270546148996800184e-04, 1.879199218750000000e+02, 1.938911499023437500e+03, 2.903050781250000000e+03, 7.117640380859375000e+02
3.300065582152456045e-04, 1.853141784667968750e+02, 1.942966430664062500e+03, 2.909337158203125000e+03, 7.167727661132812500e+02
3.330707841087132692e-04, 1.843547515869140625e+02, 1.945541748046875000e+03, 2.916183105468750000e+03, 7.221718139648437500e+02
3.360256669111549854e-04, 1.828950805664062500e+02, 1.949099487304687500e+03, 2.922518066406250000e+03, 7.270247192382812500e+02
3.390966448932886124e-04, 1.806544036865234375e+02, 1.952263061523437500e+03, 2.928213134765625000e+03, 7.319179077148437500e+02
3.420544671826064587e-04, 1.790836639404296875e+02, 1.954476196289062500e+03, 2.933560791015625000e+03, 7.366110229492187500e+02
3.450133372098207474e-04, 1.778695983886718750e+02, 1.956672485351562500e+03, 2.938767578125000000e+03, 7.410168457031250000e+02
3.480877203401178122e-04, 1.771789703369140625e+02, 1.957671386718750000e+03, 2.943485107421875000e+03, 7.454436035156250000e+02
3.510486276354640722e-04, 1.765014495849609375e+02, 1.958272705078125000e+03, 2.947504150390625000e+03, 7.497604370117187500e+02
3.540095640346407890e-04, 1.751094818115234375e+02, 1.958933349609375000e+03, 2.950924560546875000e+03, 7.539560546875000000e+02
3.570841508917510509e-04, 1.735689849853515625e+02, 1.959354614257812500e+03, 2.954332519531250000e+03, 7.583638916015625000e+02
3.600445925258100033e-04, 1.736364135742187500e+02, 1.957989990234375000e+03, 2.956852539062500000e+03, 7.620354614257812500e+02
3.630039282143115997e-04, 1.738792114257812500e+02, 1.955563354492187500e+03, 2.958529296875000000e+03, 7.657305297851562500e+02
3.660758957266807556e-04, 1.733538055419921875e+02, 1.953584716796875000e+03, 2.959962890625000000e+03, 7.696755371093750000e+02
3.690319135785102844e-04, 1.721317596435546875e+02, 1.952261108398437500e+03, 2.961341552734375000e+03, 7.733425903320312500e+02
3.721010289154946804e-04, 1.713323669433593750e+02, 1.950267700195312500e+03, 2.962312744140625000e+03, 7.770311279296875000e+02
3.750563482753932476e-04, 1.705655670166015625e+02, 1.948374267578125000e+03, 2.963531250000000000e+03, 7.804836425781250000e+02
3.780121041927486658e-04, 1.696251220703125000e+02, 1.947293579101562500e+03, 2.964958496093750000e+03, 7.837899169921875000e+02
3.810827620327472687e-04, 1.690402221679687500e+02, 1.945963989257812500e+03, 2.966322509765625000e+03, 7.870788574218750000e+02
3.840398858301341534e-04, 1.679171447753906250e+02, 1.945004028320312500e+03, 2.967695556640625000e+03, 7.902457885742187500e+02
3.871107765007764101e-04, 1.676251678466796875e+02, 1.943833862304687500e+03, 2.969614990234375000e+03, 7.933544921875000000e+02
3.900684532709419727e-04, 1.679824523925781250e+02, 1.942730346679687500e+03, 2.971917968750000000e+03, 7.961587524414062500e+02
3.930261009372770786e-04, 1.687070159912109375e+02, 1.941770874023437500e+03, 2.974921630859375000e+03, 7.990800781250000000e+02
3.960970789194107056e-04, 1.694609222412109375e+02, 1.941420654296875000e+03, 2.978290039062500000e+03, 8.019573974609375000e+02
3.990554250776767731e-04, 1.694477996826171875e+02, 1.942516113281250000e+03, 2.982348632812500000e+03, 8.046097412109375000e+02
4.020134510938078165e-04, 1.693807830810546875e+02, 1.943904907226562500e+03, 2.986678222656250000e+03, 8.073462524414062500e+02
4.050857678521424532e-04, 1.672411499023437500e+02, 1.946311523437500000e+03, 2.991175537109375000e+03, 8.107178955078125000e+02
4.080439684912562370e-04, 1.661337432861328125e+02, 1.948551147460937500e+03, 2.995456054687500000e+03, 8.133937377929687500e+02
4.110026347916573286e-04, 1.654905242919921875e+02, 1.950130371093750000e+03, 2.999518066406250000e+03, 8.161806640625000000e+02
4.140757955610752106e-04, 1.657180175781250000e+02, 1.951077392578125000e+03, 3.003341552734375000e+03, 8.187218017578125000e+02
4.170367028564214706e-04, 1.651200561523437500e+02, 1.952699951171875000e+03, 3.007049804687500000e+03, 8.213618164062500000e+02
4.201115807518362999e-04, 1.636893005371093750e+02, 1.954475341796875000e+03, 3.010416748046875000e+03, 8.242398681640625000e+02
4.230678605381399393e-04, 1.628120727539062500e+02, 1.956063110351562500e+03, 3.013251708984375000e+03, 8.270259399414062500e+02
4.260259738657623529e-04, 1.614208068847656250e+02, 1.957899414062500000e+03, 3.015679687500000000e+03, 8.302361450195312500e+02
4.290952347218990326e-04, 1.606137847900390625e+02, 1.957426025390625000e+03, 3.017544921875000000e+03, 8.329135742187500000e+02
4.320532898418605328e-04, 1.607032012939453125e+02, 1.955699829101562500e+03, 3.019170410156250000e+03, 8.353527221679687500e+02
4.350098897702991962e-04, 1.603713531494140625e+02, 1.955210327148437500e+03, 3.020694335937500000e+03, 8.376074829101562500e+02
4.380781319923698902e-04, 1.595723419189453125e+02, 1.954761474609375000e+03, 3.021827148437500000e+03, 8.398632812500000000e+02
4.410329274833202362e-04, 1.597575683593750000e+02, 1.952967285156250000e+03, 3.022560302734375000e+03, 8.421033935546875000e+02
4.441023920662701130e-04, 1.606238861083984375e+02, 1.950260742187500000e+03, 3.023238525390625000e+03, 8.443052368164062500e+02
4.470577405299991369e-04, 1.606451568603515625e+02, 1.948642089843750000e+03, 3.023920166015625000e+03, 8.465288696289062500e+02
4.500102950260043144e-04, 1.595225372314453125e+02, 1.947920410156250000e+03, 3.024398681640625000e+03, 8.485545043945312500e+02
4.530794394668191671e-04, 1.580785064697265625e+02, 1.947111572265625000e+03, 3.024834228515625000e+03, 8.507368164062500000e+02
4.560356319416314363e-04, 1.579347076416015625e+02, 1.945031982421875000e+03, 3.025041015625000000e+03, 8.527600097656250000e+02
4.591045144479721785e-04, 1.600174713134765625e+02, 1.940958862304687500e+03, 3.025273437500000000e+03, 8.549306030273437500e+02
4.620602703653275967e-04, 1.591144561767578125e+02, 1.939774902343750000e+03, 3.025414794921875000e+03, 8.570611572265625000e+02
4.650159389711916447e-04, 1.580395050048828125e+02, 1.938251708984375000e+03, 3.025416259765625000e+03, 8.592712402343750000e+02
4.680862184613943100e-04, 1.555995178222656250e+02, 1.937993530273437500e+03, 3.025417236328125000e+03, 8.615921020507812500e+02
4.710428183898329735e-04, 1.537428131103515625e+02, 1.937361816406250000e+03, 3.025428955078125000e+03, 8.638298950195312500e+02
4.740020376630127430e-04, 1.508510437011718750e+02, 1.937764892578125000e+03, 3.025543212890625000e+03, 8.660797119140625000e+02
4.770760133396834135e-04, 1.486781311035156250e+02, 1.937495361328125000e+03, 3.025773681640625000e+03, 8.684224853515625000e+02
4.800356109626591206e-04, 1.474358215332031250e+02, 1.936791992187500000e+03, 3.026165283203125000e+03, 8.705707397460937500e+02
4.831082769669592381e-04, 1.451354827880859375e+02, 1.936818603515625000e+03, 3.026770996093750000e+03, 8.729651489257812500e+02
4.860672925133258104e-04, 1.440317687988281250e+02, 1.936410888671875000e+03, 3.027374267578125000e+03, 8.748659667968750000e+02
4.890254349447786808e-04, 1.428555603027343750e+02, 1.936463012695312500e+03, 3.027981445312500000e+03, 8.765746459960937500e+02
4.920975188724696636e-04, 1.430344848632812500e+02, 1.934418945312500000e+03, 3.028649902343750000e+03, 8.784820556640625000e+02
4.950544098392128944e-04, 1.418337249755859375e+02, 1.934217285156250000e+03, 3.029397216796875000e+03, 8.803731079101562500e+02
4.980125231668353081e-04, 1.411924285888671875e+02, 1.933268188476562500e+03, 3.030018066406250000e+03, 8.824398803710937500e+02
5.010851309634745121e-04, 1.400872192382812500e+02, 1.932865234375000000e+03, 3.030528564453125000e+03, 8.845249023437500000e+02
5.040441756136715412e-04, 1.399339599609375000e+02, 1.931444213867187500e+03, 3.031091308593750000e+03, 8.865739746093750000e+02
5.070032784715294838e-04, 1.373783416748046875e+02, 1.932682495117187500e+03, 3.031725341796875000e+03, 8.885633544921875000e+02
5.100765847600996494e-04, 1.377189636230468750e+02, 1.930518432617187500e+03, 3.032270263671875000e+03, 8.904175415039062500e+02
5.130358622409403324e-04, 1.350340728759765625e+02, 1.931581176757812500e+03, 3.032638183593750000e+03, 8.923107299804687500e+02
5.161085864529013634e-04, 1.320563964843750000e+02, 1.932919189453125000e+03, 3.033036132812500000e+03, 8.941036987304687500e+02
5.190670490264892578e-04, 1.290267791748046875e+02, 1.934585327148437500e+03, 3.033452392578125000e+03, 8.957935180664062500e+02
5.220257444307208061e-04, 1.279575576782226562e+02, 1.934316650390625000e+03, 3.033937744140625000e+03, 8.974366455078125000e+02
5.250977119430899620e-04, 1.254170303344726562e+02, 1.935332885742187500e+03, 3.034371826171875000e+03, 8.992046508789062500e+02
5.280547193251550198e-04, 1.249774093627929688e+02, 1.934480102539062500e+03, 3.034735107421875000e+03, 9.010089721679687500e+02
5.310115520842373371e-04, 1.226132125854492188e+02, 1.935156250000000000e+03, 3.035105468750000000e+03, 9.028265991210937500e+02
5.340842762961983681e-04, 1.194569320678710938e+02, 1.936798950195312500e+03, 3.035447998046875000e+03, 9.045715942382812500e+02
5.370427388697862625e-04, 1.161195678710937500e+02, 1.938110717773437500e+03, 3.035505126953125000e+03, 9.063261108398437500e+02
5.400010268203914165e-04, 1.155118026733398438e+02, 1.937130249023437500e+03, 3.035505126953125000e+03, 9.077901611328125000e+02
5.430727032944560051e-04, 1.148799743652343750e+02, 1.936053710937500000e+03, 3.035505126953125000e+03, 9.092993774414062500e+02
5.460305837914347649e-04, 1.139986419677734375e+02, 1.935190917968750000e+03, 3.035505126953125000e+03, 9.107682495117187500e+02
5.491017363965511322e-04, 1.123074264526367188e+02, 1.934920166015625000e+03, 3.035505126953125000e+03, 9.122793579101562500e+02
5.520589766092598438e-04, 1.107823028564453125e+02, 1.934562500000000000e+03, 3.035505126953125000e+03, 9.137419433593750000e+02
5.550156929530203342e-04, 1.073926162719726562e+02, 1.936136108398437500e+03, 3.035505126953125000e+03, 9.151095581054687500e+02
5.580829456448554993e-04, 1.054871368408203125e+02, 1.936222778320312500e+03, 3.035505126953125000e+03, 9.164642944335937500e+02
5.610381485894322395e-04, 1.053014678955078125e+02, 1.934730468750000000e+03, 3.035505126953125000e+03, 9.177506713867187500e+02
5.641070310957729816e-04, 1.027510299682617188e+02, 1.935539916992187500e+03, 3.035505126953125000e+03, 9.191948242187500000e+02
5.670616519637405872e-04, 1.006664276123046875e+02, 1.935852783203125000e+03, 3.035505126953125000e+03, 9.206561889648437500e+02
5.700167967006564140e-04, 9.746769714355468750e+01, 1.937493530273437500e+03, 3.035505126953125000e+03, 9.220729370117187500e+02
5.730856209993362427e-04, 9.604151916503906250e+01, 1.937263183593750000e+03, 3.035505126953125000e+03, 9.234276123046875000e+02
5.760406493209302425e-04, 9.551194763183593750e+01, 1.936109497070312500e+03, 3.035505126953125000e+03, 9.247096557617187500e+02
5.791098810732364655e-04, 9.547148132324218750e+01, 1.933550537109375000e+03, 3.035505126953125000e+03, 9.261276855468750000e+02
5.820661899633705616e-04, 9.522568511962890625e+01, 1.932365600585937500e+03, 3.035505126953125000e+03, 9.274705810546875000e+02
5.850227898918092251e-04, 9.404981231689453125e+01, 1.932020751953125000e+03, 3.035505126953125000e+03, 9.288865356445312500e+02
5.880940007045865059e-04, 9.168889617919921875e+01, 1.933057128906250000e+03, 3.035505126953125000e+03, 9.302430419921875000e+02
5.910522886551916599e-04, 9.161695098876953125e+01, 1.931911621093750000e+03, 3.035505126953125000e+03, 9.315151367187500000e+02
5.940109258517622948e-04, 9.028942871093750000e+01, 1.932016723632812500e+03, 3.035505126953125000e+03, 9.327928466796875000e+02
5.970819620415568352e-04, 8.997151184082031250e+01, 1.931102783203125000e+03, 3.035505126953125000e+03, 9.341763305664062500e+02
6.000000284984707832e-04, 8.690617370605468750e+01, 1.932857666015625000e+03, 3.035505126953125000e+03, 9.353372192382812500e+02
